p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,cateogory
0.25327937,0.26254977,0.25065549,0.25895743,0.26297668,0.26935361,0.26525254,0.25849748,0.26497183,0.26621641,0.25201331,0.25995033,0.26336411,0.23954201,0.25342955,open
0.26935361,0.26525254,0.25849748,0.26497183,0.26621641,0.25201331,0.25995033,0.26336411,0.23954201,0.25342955,0.2386843,0.23375956,0.23385637,0.23462729,0.24975216,open
0.25201331,0.25995033,0.26336411,0.23954201,0.25342955,0.2386843,0.23375956,0.23385637,0.23462729,0.24975216,0.22302403,0.2316431,0.24120262,0.24354977,0.24024974,open
0.2386843,0.23375956,0.23385637,0.23462729,0.24975216,0.22302403,0.2316431,0.24120262,0.24354977,0.24024974,0.25353846,0.25353846,0.25061909,0.23755178,0.23963055,open
0.22302403,0.2316431,0.24120262,0.24354977,0.24024974,0.25353846,0.25353846,0.25061909,0.23755178,0.23963055,0.24116373,0.23561237,0.2455472,0.23561357,0.2353756,open
0.25353846,0.25353846,0.25061909,0.23755178,0.23963055,0.24116373,0.23561237,0.2455472,0.23561357,0.2353756,0.22976806,0.22968668,0.22956275,0.22844439,0.23318941,open
0.24116373,0.23561237,0.2455472,0.23561357,0.2353756,0.22976806,0.22968668,0.22956275,0.22844439,0.23318941,0.24118664,0.24097944,0.23770261,0.22741012,0.25040789,open
0.22976806,0.22968668,0.22956275,0.22844439,0.23318941,0.24118664,0.24097944,0.23770261,0.22741012,0.25040789,0.26088871,0.24842228,0.24234346,0.24540776,0.24580639,open
0.24118664,0.24097944,0.23770261,0.22741012,0.25040789,0.26088871,0.24842228,0.24234346,0.24540776,0.24580639,0.23647345,0.24050628,0.23036844,0.23781226,0.22696263,open
0.26088871,0.24842228,0.24234346,0.24540776,0.24580639,0.23647345,0.24050628,0.23036844,0.23781226,0.22696263,0.22560411,0.23288357,0.22897227,0.23288357,0.22087488,open
0.23647345,0.24050628,0.23036844,0.23781226,0.22696263,0.22560411,0.23288357,0.22897227,0.23288357,0.22087488,0.22509737,0.22802221,0.22268091,0.2124748,0.23059264,open
0.22560411,0.23288357,0.22897227,0.23288357,0.22087488,0.22509737,0.22802221,0.22268091,0.2124748,0.23059264,0.22724705,0.23100748,0.23984936,0.23724158,0.23807724,open
0.22509737,0.22802221,0.22268091,0.2124748,0.23059264,0.22724705,0.23100748,0.23984936,0.23724158,0.23807724,0.23037763,0.22714599,0.2482918,0.24347015,0.24122479,open
0.22724705,0.23100748,0.23984936,0.23724158,0.23807724,0.23037763,0.22714599,0.2482918,0.24347015,0.24122479,0.24008677,0.246987,0.23677507,0.24625958,0.23760415,open
0.23037763,0.22714599,0.2482918,0.24347015,0.24122479,0.24008677,0.246987,0.23677507,0.24625958,0.23760415,0.23636285,0.2225402,0.21744172,0.21788785,0.21796459,open
0.23636285,0.2225402,0.21744172,0.21788785,0.21796459,0.23863487,0.23697053,0.23891779,0.23798855,0.23962706,0.23516517,0.24429513,0.24054555,0.23059517,0.23949852,open
0.23863487,0.23697053,0.23891779,0.23798855,0.23962706,0.23516517,0.24429513,0.24054555,0.23059517,0.23949852,0.22896752,0.23479596,0.24296313,0.22076386,0.21743659,open
0.23516517,0.24429513,0.24054555,0.23059517,0.23949852,0.22896752,0.23479596,0.24296313,0.22076386,0.21743659,0.21729087,0.22320425,0.22633168,0.22962733,0.23292723,open
0.22896752,0.23479596,0.24296313,0.22076386,0.21743659,0.21729087,0.22320425,0.22633168,0.22962733,0.23292723,0.2381413,0.22434526,0.22393076,0.22741206,0.22499503,open
0.21729087,0.22320425,0.22633168,0.22962733,0.23292723,0.2381413,0.22434526,0.22393076,0.22741206,0.22499503,0.22903424,0.21731765,0.2145831,0.23346619,0.23288601,open
0.22903424,0.21731765,0.2145831,0.23346619,0.23288601,0.23068239,0.22041527,0.23214356,0.22353563,0.22131551,0.23200719,0.23955456,0.25145721,0.24149525,0.23566909,open
0.23068239,0.22041527,0.23214356,0.22353563,0.22131551,0.23200719,0.23955456,0.25145721,0.24149525,0.23566909,0.23831343,0.22683876,0.22999812,0.2426364,0.23655193,open
0.22761443,0.23293393,0.2317022,0.2236968,0.2270368,0.22672218,0.22928426,0.23189941,0.22473557,0.22644544,0.22639243,0.23310735,0.23244815,0.22657987,0.22752451,open
0.22690516,0.23250735,0.23127358,0.22296785,0.226355,0.22595522,0.22853742,0.23125743,0.22381457,0.22558278,0.22558941,0.23273338,0.23211428,0.22599682,0.22690305,open
0.22619589,0.23208077,0.23084496,0.2222389,0.2256732,0.22518826,0.22779058,0.23061544,0.22289357,0.22472013,0.22478638,0.23235942,0.23178042,0.22541377,0.22628159,open
0.22548662,0.23165419,0.23041635,0.22150995,0.2249914,0.2244213,0.22704374,0.22997346,0.22197257,0.22385747,0.22398336,0.23198545,0.23144655,0.22483071,0.22566013,open
0.22477735,0.23122761,0.22998773,0.22078101,0.2243096,0.22365434,0.2262969,0.22933147,0.22105157,0.22299482,0.22318033,0.23161148,0.23111268,0.22424766,0.22503867,open
0.22406808,0.23080103,0.22955911,0.22005206,0.2236278,0.22288738,0.22555006,0.22868949,0.22013057,0.22213216,0.22237731,0.23123752,0.23077881,0.22366461,0.22441721,open
0.22335882,0.23037445,0.22913049,0.21932311,0.22294601,0.22212042,0.22480322,0.22804751,0.21920957,0.22126951,0.22157429,0.23086355,0.23044495,0.22308155,0.22379575,open
0.22264955,0.22994787,0.22870187,0.21859416,0.22226421,0.22135346,0.22405638,0.22740552,0.21828857,0.22040685,0.22077126,0.23048958,0.23011108,0.2224985,0.22317429,open
0.22194028,0.22952128,0.22827326,0.21786521,0.22158241,0.2205865,0.22330954,0.22676354,0.21736757,0.21954419,0.21996824,0.23011561,0.22977721,0.22191545,0.22255283,open
0.22123101,0.2290947,0.22784464,0.21713627,0.22090061,0.21981954,0.2225627,0.22612155,0.21644657,0.21868154,0.21916521,0.22974165,0.22944334,0.22133239,0.22193137,open
0.22052174,0.22866812,0.22741602,0.21640732,0.22021881,0.21905258,0.22181586,0.22547957,0.21552557,0.21781888,0.21836219,0.22936768,0.22910948,0.22074934,0.22130991,open
0.21981247,0.22824154,0.2269874,0.21567837,0.21953701,0.21828562,0.22106902,0.22483758,0.21460457,0.21695623,0.21755916,0.22899371,0.22877561,0.22016629,0.22068845,open
0.21910321,0.22781496,0.22655878,0.21494942,0.21885521,0.21751866,0.22032218,0.2241956,0.21368357,0.21609357,0.21675614,0.22861975,0.22844174,0.21958323,0.22006699,open
0.21839394,0.22738838,0.22613017,0.21422048,0.21817341,0.2167517,0.21957534,0.22355361,0.21276257,0.21523092,0.21595312,0.22824578,0.22810788,0.21900018,0.21944554,open
0.21768467,0.2269618,0.22570155,0.21349153,0.21749162,0.21598474,0.2188285,0.22291163,0.21184157,0.21436826,0.21515009,0.22787181,0.22777401,0.21841713,0.21882408,open
0.2169754,0.22653522,0.22527293,0.21276258,0.21680982,0.21521778,0.21808166,0.22226964,0.21092057,0.2135056,0.21434707,0.22749785,0.22744014,0.21783407,0.21820262,open
0.21626613,0.22610863,0.22484431,0.21203363,0.21612802,0.21445082,0.21733482,0.22162766,0.20999957,0.21264295,0.21354404,0.22712388,0.22710627,0.21725102,0.21758116,open
0.21555686,0.22568205,0.22441569,0.21130469,0.21544622,0.21368386,0.21658798,0.22098567,0.20907857,0.21178029,0.21274102,0.22674991,0.22677241,0.21666797,0.2169597,open
0.2148476,0.22525547,0.22398707,0.21057574,0.21476442,0.2129169,0.21584114,0.22034369,0.20815757,0.21091764,0.21193799,0.22637595,0.22643854,0.21608491,0.21633824,open
0.21413833,0.22482889,0.22355846,0.20984679,0.21408262,0.21214994,0.2150943,0.21970171,0.20723657,0.21005498,0.21113497,0.22600198,0.22610467,0.21550186,0.21571678,open
0.21342906,0.22440231,0.22312984,0.20911784,0.21340082,0.21138298,0.21434746,0.21905972,0.20631557,0.20919233,0.21033195,0.22562801,0.2257708,0.21491881,0.21509532,open
0.21271979,0.22397573,0.22270122,0.2083889,0.21271903,0.21061602,0.21360062,0.21841774,0.20539457,0.20832967,0.20952892,0.22525405,0.22543694,0.21433575,0.21447386,open
0.21201052,0.22354915,0.2222726,0.20765995,0.21203723,0.20984905,0.21285378,0.21777575,0.20447357,0.20746701,0.2087259,0.22488008,0.22510307,0.2137527,0.2138524,open
0.21130125,0.22312257,0.22184398,0.206931,0.21135543,0.20908209,0.21210694,0.21713377,0.20355258,0.20660436,0.20792287,0.22450611,0.2247692,0.21316965,0.21323094,open
0.21059199,0.22269598,0.22141537,0.20620205,0.21067363,0.20831513,0.2113601,0.21649178,0.20263158,0.2057417,0.20711985,0.22413214,0.22443533,0.21258659,0.21260948,open
0.20988272,0.2222694,0.22098675,0.20547311,0.20999183,0.20754817,0.21061326,0.2158498,0.20171058,0.20487905,0.20631682,0.22375818,0.22410147,0.21200354,0.21198802,open
0.20917345,0.22184282,0.22055813,0.20474416,0.20931003,0.20678121,0.20986642,0.21520781,0.20078958,0.20401639,0.2055138,0.22338421,0.2237676,0.21142049,0.21136656,open
0.20846418,0.22141624,0.22012951,0.20401521,0.20862823,0.20601425,0.20911958,0.21456583,0.19986858,0.20315374,0.20471078,0.22301024,0.22343373,0.21083743,0.2107451,open
0.20775491,0.22098966,0.21970089,0.20328626,0.20794643,0.20524729,0.20837274,0.21392384,0.19894758,0.20229108,0.20390775,0.22263628,0.22309986,0.21025438,0.21012364,open
0.20704564,0.22056308,0.21927228,0.20255732,0.20726464,0.20448033,0.2076259,0.21328186,0.19802658,0.20142842,0.20310473,0.22226231,0.222766,0.20967133,0.20950218,open
0.20633638,0.2201365,0.21884366,0.20182837,0.20658284,0.20371337,0.20687906,0.21263987,0.19710558,0.20056577,0.2023017,0.22188834,0.22243213,0.20908827,0.20888072,open
0.20562711,0.21970992,0.21841504,0.20109942,0.20590104,0.20294641,0.20613222,0.21199789,0.19618458,0.19970311,0.20149868,0.22151438,0.22209826,0.20850522,0.20825926,open
0.20491784,0.21928333,0.21798642,0.20037047,0.20521924,0.20217945,0.20538538,0.21135591,0.19526358,0.19884046,0.20069565,0.22114041,0.22176439,0.20792217,0.2076378,open
0.20420857,0.21885675,0.2175578,0.19964153,0.20453744,0.20141249,0.20463854,0.21071392,0.19434258,0.1979778,0.19989263,0.22076644,0.22143053,0.20733911,0.20701634,open
0.2034993,0.21843017,0.21712919,0.19891258,0.20385564,0.20064553,0.20389169,0.21007194,0.19342158,0.19711515,0.19908961,0.22039248,0.22109666,0.20675606,0.20639488,open
0.20279003,0.21800359,0.21670057,0.19818363,0.20317384,0.19987857,0.20314485,0.20942995,0.19250058,0.19625249,0.19828658,0.22001851,0.22076279,0.20617301,0.20577342,open
0.20208076,0.21757701,0.21627195,0.19745468,0.20249205,0.19911161,0.20239801,0.20878797,0.19157958,0.19538983,0.19748356,0.21964454,0.22042893,0.20558995,0.20515196,open
0.2013715,0.21715043,0.21584333,0.19672574,0.20181025,0.19834465,0.20165117,0.20814598,0.19065858,0.19452718,0.19668053,0.21927057,0.22009506,0.2050069,0.2045305,open
0.20066223,0.21672385,0.21541471,0.19599679,0.20112845,0.19757769,0.20090433,0.207504,0.18973758,0.19366452,0.19587751,0.21889661,0.21976119,0.20442385,0.20390904,open
0.19995296,0.21629727,0.2149861,0.19526784,0.20044665,0.19681073,0.20015749,0.20686201,0.18881658,0.19280187,0.19507448,0.21852264,0.21942732,0.20384079,0.20328758,open
0.19924369,0.21587069,0.21455748,0.19453889,0.19976485,0.19604377,0.19941065,0.20622003,0.18789558,0.19193921,0.19427146,0.21814867,0.21909346,0.20325774,0.20266612,open
0.19853442,0.2154441,0.21412886,0.19380994,0.19908305,0.19527681,0.19866381,0.20557804,0.18697458,0.19107656,0.19346844,0.21777471,0.21875959,0.20267469,0.20204466,open
0.19782515,0.21501752,0.21370024,0.193081,0.19840125,0.19450985,0.19791697,0.20493606,0.18605358,0.1902139,0.19266541,0.21740074,0.21842572,0.20209163,0.2014232,open
0.19711589,0.21459094,0.21327162,0.19235205,0.19771945,0.19374289,0.19717013,0.20429407,0.18513258,0.18935124,0.19186239,0.21702677,0.21809185,0.20150858,0.20080174,open
0.19640662,0.21416436,0.21284301,0.1916231,0.19703766,0.19297593,0.19642329,0.20365209,0.18421158,0.18848859,0.19105936,0.21665281,0.21775799,0.20092553,0.20018028,open
0.19569735,0.21373778,0.21241439,0.19089415,0.19635586,0.19220897,0.19567645,0.2030101,0.18329058,0.18762593,0.19025634,0.21627884,0.21742412,0.20034247,0.19955883,open
0.19498808,0.2133112,0.21198577,0.19016521,0.19567406,0.19144201,0.19492961,0.20236812,0.18236958,0.18676328,0.18945331,0.21590487,0.21709025,0.19975942,0.19893737,open
0.19427881,0.21288462,0.21155715,0.18943626,0.19499226,0.19067504,0.19418277,0.20172614,0.18144858,0.18590062,0.18865029,0.21553091,0.21675638,0.19917637,0.19831591,open
0.19356954,0.21245804,0.21112853,0.18870731,0.19431046,0.18990808,0.19343593,0.20108415,0.18052758,0.18503797,0.18784727,0.21515694,0.21642252,0.19859331,0.19769445,open
0.19286028,0.21203145,0.21069991,0.18797836,0.19362866,0.18914112,0.19268909,0.20044217,0.17960658,0.18417531,0.18704424,0.21478297,0.21608865,0.19801026,0.19707299,open
0.19215101,0.21160487,0.2102713,0.18724942,0.19294686,0.18837416,0.19194225,0.19980018,0.17868558,0.18331265,0.18624122,0.21440901,0.21575478,0.19742721,0.19645153,open
0.19144174,0.21117829,0.20984268,0.18652047,0.19226506,0.1876072,0.19119541,0.1991582,0.17776458,0.18245,0.18543819,0.21403504,0.21542091,0.19684415,0.19583007,open
0.19073247,0.21075171,0.20941406,0.18579152,0.19158327,0.18684024,0.19044857,0.19851621,0.17684358,0.18158734,0.18463517,0.21366107,0.21508705,0.1962611,0.19520861,open
0.1900232,0.21032513,0.20898544,0.18506257,0.19090147,0.18607328,0.18970173,0.19787423,0.17592258,0.18072469,0.18383214,0.2132871,0.21475318,0.19567805,0.19458715,open
0.18931393,0.20989855,0.20855682,0.18433363,0.19021967,0.18530632,0.18895489,0.19723224,0.17500158,0.17986203,0.18302912,0.21291314,0.21441931,0.19509499,0.19396569,open
0.18860467,0.20947197,0.20812821,0.18360468,0.18953787,0.18453936,0.18820805,0.19659026,0.17408058,0.17899938,0.1822261,0.21253917,0.21408544,0.19451194,0.19334423,open
0.1878954,0.20904539,0.20769959,0.18287573,0.18885607,0.1837724,0.18746121,0.19594827,0.17315958,0.17813672,0.18142307,0.2121652,0.21375158,0.19392889,0.19272277,open
0.18718613,0.2086188,0.20727097,0.18214678,0.18817427,0.18300544,0.18671437,0.19530629,0.17223858,0.17727406,0.18062005,0.21179124,0.21341771,0.19334583,0.19210131,open
0.18647686,0.20819222,0.20684235,0.18141784,0.18749247,0.18223848,0.18596753,0.1946643,0.17131758,0.17641141,0.17981702,0.21141727,0.21308384,0.19276278,0.19147985,open
0.18576759,0.20776564,0.20641373,0.18068889,0.18681068,0.18147152,0.18522069,0.19402232,0.17039658,0.17554875,0.179014,0.2110433,0.21274998,0.19217973,0.19085839,open
0.18505832,0.20733906,0.20598512,0.17995994,0.18612888,0.18070456,0.18447385,0.19338034,0.16947559,0.1746861,0.17821097,0.21066934,0.21241611,0.19159667,0.19023693,open
0.18434906,0.20691248,0.2055565,0.17923099,0.18544708,0.1799376,0.18372701,0.19273835,0.16855459,0.17382344,0.17740795,0.21029537,0.21208224,0.19101362,0.18961547,open
0.18363979,0.2064859,0.20512788,0.17850205,0.18476528,0.17917064,0.18298017,0.19209637,0.16763359,0.17296079,0.17660493,0.2099214,0.21174837,0.19043057,0.18899401,open
0.18293052,0.20605932,0.20469926,0.1777731,0.18408348,0.17840368,0.18223333,0.19145438,0.16671259,0.17209813,0.1758019,0.20954744,0.21141451,0.18984751,0.18837255,open
0.18222125,0.20563274,0.20427064,0.17704415,0.18340168,0.17763672,0.18148649,0.1908124,0.16579159,0.17123547,0.17499888,0.20917347,0.21108064,0.18926446,0.18775109,open
0.18151198,0.20520615,0.20384203,0.1763152,0.18271988,0.17686976,0.18073965,0.19017041,0.16487059,0.17037282,0.17419585,0.2087995,0.21074677,0.18868141,0.18712963,open
0.18080271,0.20477957,0.20341341,0.17558626,0.18203808,0.1761028,0.17999281,0.18952843,0.16394959,0.16951016,0.17339283,0.20842554,0.2104129,0.18809835,0.18650817,open
0.18009345,0.20435299,0.20298479,0.17485731,0.18135629,0.17533584,0.17924596,0.18888644,0.16302859,0.16864751,0.1725898,0.20805157,0.21007904,0.1875153,0.18588671,open
0.17938418,0.20392641,0.20255617,0.17412836,0.18067449,0.17456888,0.17849912,0.18824446,0.16210759,0.16778485,0.17178678,0.2076776,0.20974517,0.18693225,0.18526525,open
0.17867491,0.20349983,0.20212755,0.17339941,0.17999269,0.17380192,0.17775228,0.18760247,0.16118659,0.1669222,0.17098376,0.20730363,0.2094113,0.18634919,0.18464379,open
0.17796564,0.20307325,0.20169894,0.17267047,0.17931089,0.17303496,0.17700544,0.18696049,0.16026559,0.16605954,0.17018073,0.20692967,0.20907743,0.18576614,0.18402233,open
0.17725637,0.20264667,0.20127032,0.17194152,0.17862909,0.172268,0.1762586,0.1863185,0.15934459,0.16519688,0.16937771,0.2065557,0.20874357,0.18518309,0.18340087,open
0.1765471,0.20222009,0.2008417,0.17121257,0.17794729,0.17150103,0.17551176,0.18567652,0.15842359,0.16433423,0.16857468,0.20618173,0.2084097,0.18460003,0.18277941,open
0.17583784,0.2017935,0.20041308,0.17048362,0.17726549,0.17073407,0.17476492,0.18503454,0.15750259,0.16347157,0.16777166,0.20580777,0.20807583,0.18401698,0.18215795,open
0.17512857,0.20136692,0.19998446,0.16975467,0.1765837,0.16996711,0.17401808,0.18439255,0.15658159,0.16260892,0.16696863,0.2054338,0.20774196,0.18343393,0.18153649,open
0.1744193,0.20094034,0.19955585,0.16902573,0.1759019,0.16920015,0.17327124,0.18375057,0.15566059,0.16174626,0.16616561,0.20505983,0.2074081,0.18285087,0.18091503,open
0.17371003,0.20051376,0.19912723,0.16829678,0.1752201,0.16843319,0.1725244,0.18310858,0.15473959,0.16088361,0.16536259,0.20468587,0.20707423,0.18226782,0.18029357,open
0.17300076,0.20008718,0.19869861,0.16756783,0.1745383,0.16766623,0.17177756,0.1824666,0.15381859,0.16002095,0.16455956,0.2043119,0.20674036,0.18168477,0.17967211,open
0.17229149,0.1996606,0.19826999,0.16683888,0.1738565,0.16689927,0.17103072,0.18182461,0.15289759,0.15915829,0.16375654,0.20393793,0.20640649,0.18110171,0.17905066,open
0.17158223,0.19923402,0.19784137,0.16610994,0.1731747,0.16613231,0.17028388,0.18118263,0.15197659,0.15829564,0.16295351,0.20356397,0.20607263,0.18051866,0.1784292,open
0.17087296,0.19880744,0.19741275,0.16538099,0.1724929,0.16536535,0.16953704,0.18054064,0.15105559,0.15743298,0.16215049,0.20319,0.20573876,0.17993561,0.17780774,open
0.17016369,0.19838085,0.19698414,0.16465204,0.1718111,0.16459839,0.1687902,0.17989866,0.15013459,0.15657033,0.16134746,0.20281603,0.20540489,0.17935255,0.17718628,open
0.16945442,0.19795427,0.19655552,0.16392309,0.17112931,0.16383143,0.16804336,0.17925667,0.14921359,0.15570767,0.16054444,0.20244206,0.20507102,0.1787695,0.17656482,open
0.16874515,0.19752769,0.1961269,0.16319415,0.17044751,0.16306447,0.16729652,0.17861469,0.14829259,0.15484502,0.15974142,0.2020681,0.20473716,0.17818645,0.17594336,open
0.16803588,0.19710111,0.19569828,0.1624652,0.16976571,0.16229751,0.16654968,0.1779727,0.14737159,0.15398236,0.15893839,0.20169413,0.20440329,0.17760339,0.1753219,open
0.16732661,0.19667453,0.19526966,0.16173625,0.16908391,0.16153055,0.16580284,0.17733072,0.14645059,0.1531197,0.15813537,0.20132016,0.20406942,0.17702034,0.17470044,open
0.16661735,0.19624795,0.19484105,0.1610073,0.16840211,0.16076359,0.165056,0.17668873,0.14552959,0.15225705,0.15733234,0.2009462,0.20373556,0.17643729,0.17407898,open
0.16590808,0.19582137,0.19441243,0.16027836,0.16772031,0.15999663,0.16430916,0.17604675,0.14460859,0.15139439,0.15652932,0.20057223,0.20340169,0.17585423,0.17345752,open
0.16519881,0.19539479,0.19398381,0.15954941,0.16703851,0.15922967,0.16356232,0.17540477,0.14368759,0.15053174,0.15572629,0.20019826,0.20306782,0.17527118,0.17283606,open
0.16448954,0.1949682,0.19355519,0.15882046,0.16635672,0.15846271,0.16281548,0.17476278,0.14276659,0.14966908,0.15492327,0.1998243,0.20273395,0.17468813,0.1722146,open
0.16378027,0.19454162,0.19312657,0.15809151,0.16567492,0.15769575,0.16206864,0.1741208,0.14184559,0.14880643,0.15412025,0.19945033,0.20240009,0.17410507,0.17159314,open
0.163071,0.19411504,0.19269796,0.15736257,0.16499312,0.15692879,0.1613218,0.17347881,0.14092459,0.14794377,0.15331722,0.19907636,0.20206622,0.17352202,0.17097168,open
0.16236174,0.19368846,0.19226934,0.15663362,0.16431132,0.15616183,0.16057496,0.17283683,0.14000359,0.14708111,0.1525142,0.1987024,0.20173235,0.17293897,0.17035022,open
0.16165247,0.19326188,0.19184072,0.15590467,0.16362952,0.15539487,0.15982812,0.17219484,0.13908259,0.14621846,0.15171117,0.19832843,0.20139848,0.17235591,0.16972876,open
0.1609432,0.1928353,0.1914121,0.15517572,0.16294772,0.15462791,0.15908128,0.17155286,0.13816159,0.1453558,0.15090815,0.19795446,0.20106462,0.17177286,0.1691073,open
0.16023393,0.19240872,0.19098348,0.15444678,0.16226592,0.15386095,0.15833444,0.17091087,0.13724059,0.14449315,0.15010512,0.1975805,0.20073075,0.17118981,0.16848584,open
0.15952466,0.19198214,0.19055487,0.15371783,0.16158412,0.15309399,0.1575876,0.17026889,0.13631959,0.14363049,0.1493021,0.19720653,0.20039688,0.17060675,0.16786438,open
0.15881539,0.19155555,0.19012625,0.15298888,0.16090233,0.15232702,0.15684076,0.1696269,0.13539859,0.14276784,0.14849908,0.19683256,0.20006301,0.1700237,0.16724292,open
0.15810613,0.19112897,0.18969763,0.15225993,0.16022053,0.15156006,0.15609392,0.16898492,0.1344776,0.14190518,0.14769605,0.19645859,0.19972915,0.16944065,0.16662146,open
0.15739686,0.19070239,0.18926901,0.15153099,0.15953873,0.1507931,0.15534708,0.16834293,0.1335566,0.14104252,0.14689303,0.19608463,0.19939528,0.16885759,0.166,open
0.15668759,0.19027581,0.18884039,0.15080204,0.15885693,0.15002614,0.15460023,0.16770095,0.1326356,0.14017987,0.14609,0.19571066,0.19906141,0.16827454,0.16537854,open
0.15597832,0.18984923,0.18841178,0.15007309,0.15817513,0.14925918,0.15385339,0.16705897,0.1317146,0.13931721,0.14528698,0.19533669,0.19872754,0.16769149,0.16475708,open
0.15526905,0.18942265,0.18798316,0.14934414,0.15749333,0.14849222,0.15310655,0.16641698,0.1307936,0.13845456,0.14448395,0.19496273,0.19839368,0.16710843,0.16413562,open
0.15455978,0.18899607,0.18755454,0.1486152,0.15681153,0.14772526,0.15235971,0.165775,0.1298726,0.1375919,0.14368093,0.19458876,0.19805981,0.16652538,0.16351416,open
0.15385052,0.18856949,0.18712592,0.14788625,0.15612974,0.1469583,0.15161287,0.16513301,0.1289516,0.13672925,0.14287791,0.19421479,0.19772594,0.16594233,0.1628927,open
0.15314125,0.1881429,0.1866973,0.1471573,0.15544794,0.14619134,0.15086603,0.16449103,0.1280306,0.13586659,0.14207488,0.19384083,0.19739207,0.16535927,0.16227124,open
0.15243198,0.18771632,0.18626868,0.14642835,0.15476614,0.14542438,0.15011919,0.16384904,0.1271096,0.13500394,0.14127186,0.19346686,0.19705821,0.16477622,0.16164978,open
0.15172271,0.18728974,0.18584007,0.1456994,0.15408434,0.14465742,0.14937235,0.16320706,0.1261886,0.13414128,0.14046883,0.19309289,0.19672434,0.16419317,0.16102832,open
0.15101344,0.18686316,0.18541145,0.14497046,0.15340254,0.14389046,0.14862551,0.16256507,0.1252676,0.13327862,0.13966581,0.19271893,0.19639047,0.16361011,0.16040686,open
0.15030417,0.18643658,0.18498283,0.14424151,0.15272074,0.1431235,0.14787867,0.16192309,0.1243466,0.13241597,0.13886278,0.19234496,0.19605661,0.16302706,0.1597854,open
0.14959491,0.18601,0.18455421,0.14351256,0.15203894,0.14235654,0.14713183,0.1612811,0.1234256,0.13155331,0.13805976,0.19197099,0.19572274,0.16244401,0.15916395,open
0.14888564,0.18558342,0.18412559,0.14278361,0.15135714,0.14158958,0.14638499,0.16063912,0.1225046,0.13069066,0.13725673,0.19159702,0.19538887,0.16186095,0.15854249,open
0.14817637,0.18515684,0.18369698,0.14205467,0.15067535,0.14082262,0.14563815,0.15999713,0.1215836,0.129828,0.13645371,0.19122306,0.195055,0.1612779,0.15792103,open
0.1474671,0.18473025,0.18326836,0.14132572,0.14999355,0.14005566,0.14489131,0.15935515,0.1206626,0.12896535,0.13565069,0.19084909,0.19472114,0.16069485,0.15729957,open
0.14675783,0.18430367,0.18283974,0.14059677,0.14931175,0.1392887,0.14414447,0.15871317,0.1197416,0.12810269,0.13484766,0.19047512,0.19438727,0.16011179,0.15667811,open
0.14604856,0.18387709,0.18241112,0.13986782,0.14862995,0.13852174,0.14339763,0.15807118,0.1188206,0.12724003,0.13404464,0.19010116,0.1940534,0.15952874,0.15605665,open
0.1453393,0.18345051,0.1819825,0.13913888,0.14794815,0.13775478,0.14265079,0.1574292,0.1178996,0.12637738,0.13324161,0.18972719,0.19371953,0.15894569,0.15543519,open
0.14463003,0.18302393,0.18155389,0.13840993,0.14726635,0.13698782,0.14190395,0.15678721,0.1169786,0.12551472,0.13243859,0.18935322,0.19338567,0.15836263,0.15481373,open
0.14392076,0.18259735,0.18112527,0.13768098,0.14658455,0.13622086,0.14115711,0.15614523,0.1160576,0.12465207,0.13163556,0.18897926,0.1930518,0.15777958,0.15419227,open
0.14321149,0.18217077,0.18069665,0.13695203,0.14590275,0.1354539,0.14041027,0.15550324,0.1151366,0.12378941,0.13083254,0.18860529,0.19271793,0.15719653,0.15357081,open
0.14250222,0.18174419,0.18026803,0.13622309,0.14522096,0.13468694,0.13966343,0.15486126,0.1142156,0.12292676,0.13002952,0.18823132,0.19238406,0.15661347,0.15294935,open
0.14179295,0.1813176,0.17983941,0.13549414,0.14453916,0.13391998,0.13891659,0.15421927,0.1132946,0.1220641,0.12922649,0.18785736,0.1920502,0.15603042,0.15232789,open
0.14108369,0.18089102,0.1794108,0.13476519,0.14385736,0.13315301,0.13816975,0.15357729,0.1123736,0.12120144,0.12842347,0.18748339,0.19171633,0.15544737,0.15170643,open
0.14037442,0.18046444,0.17898218,0.13403624,0.14317556,0.13238605,0.13742291,0.1529353,0.1114526,0.12033879,0.12762044,0.18710942,0.19138246,0.15486431,0.15108497,open
0.13966515,0.18003786,0.17855356,0.1333073,0.14249376,0.13161909,0.13667607,0.15229332,0.1105316,0.11947613,0.12681742,0.18673546,0.19104859,0.15428126,0.15046351,open
0.13895588,0.17961128,0.17812494,0.13257835,0.14181196,0.13085213,0.13592923,0.15165133,0.1096106,0.11861348,0.12601439,0.18636149,0.19071473,0.15369821,0.14984205,open
0.13824661,0.1791847,0.17769632,0.1318494,0.14113016,0.13008517,0.13518239,0.15100935,0.1086896,0.11775082,0.12521137,0.18598752,0.19038086,0.15311515,0.14922059,open
0.13753734,0.17875812,0.17726771,0.13112045,0.14044837,0.12931821,0.13443555,0.15036736,0.1077686,0.11688817,0.12440835,0.18561355,0.19004699,0.1525321,0.14859913,open
0.13682808,0.17833154,0.17683909,0.13039151,0.13976657,0.12855125,0.13368871,0.14972538,0.1068476,0.11602551,0.12360532,0.18523959,0.18971312,0.15194905,0.14797767,open
