p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,cateogory
0.16099392,0.15312404,0.16047424,0.15020627,0.15666732,0.14917741,0.12922079,0.15181433,0.15001384,0.16016658,0.17925521,0.18069517,0.21135984,0.25260951,0.19724266,long_blink
0.14917741,0.12922079,0.15181433,0.15001384,0.16016658,0.17925521,0.18069517,0.21135984,0.25260951,0.19724266,0.20271873,0.22064498,0.23723917,0.17819484,0.20582244,long_blink
0.17925521,0.18069517,0.21135984,0.25260951,0.19724266,0.20271873,0.22064498,0.23723917,0.17819484,0.20582244,0.24183297,0.25974557,0.21318265,0.26874711,0.36176521,long_blink
0.20271873,0.22064498,0.23723917,0.17819484,0.20582244,0.24183297,0.25974557,0.21318265,0.26874711,0.36176521,0.32966401,0.35467471,0.38155017,0.4845706,0.33232363,long_blink
0.24183297,0.25974557,0.21318265,0.26874711,0.36176521,0.32966401,0.35467471,0.38155017,0.4845706,0.33232363,0.26025776,0.21409201,0.15661581,0.21150814,0.33121003,long_blink
0.32966401,0.35467471,0.38155017,0.4845706,0.33232363,0.26025776,0.21409201,0.15661581,0.21150814,0.33121003,0.45710129,0.39039673,0.25694826,0.19379124,0.19292175,long_blink
0.26025776,0.21409201,0.15661581,0.21150814,0.33121003,0.45710129,0.39039673,0.25694826,0.19379124,0.19292175,0.17151004,0.3193757,0.24319212,0.30437357,0.24980087,long_blink
0.45710129,0.39039673,0.25694826,0.19379124,0.19292175,0.17151004,0.3193757,0.24319212,0.30437357,0.24980087,0.13929697,0.16145228,0.13365895,0.12014729,0.11599612,long_blink
0.17151004,0.3193757,0.24319212,0.30437357,0.24980087,0.13929697,0.16145228,0.13365895,0.12014729,0.11599612,0.0978599,0.08920655,0.07844142,0.07371471,0.06561788,long_blink
0.13929697,0.16145228,0.13365895,0.12014729,0.11599612,0.0978599,0.08920655,0.07844142,0.07371471,0.06561788,0.07913903,0.06202437,0.05526108,0.05259972,0.0318634,long_blink
0.0978599,0.08920655,0.07844142,0.07371471,0.06561788,0.07913903,0.06202437,0.05526108,0.05259972,0.0318634,0.04610014,0.03832951,0.04255957,0.03181653,0.04176756,long_blink
0.07913903,0.06202437,0.05526108,0.05259972,0.0318634,0.04610014,0.03832951,0.04255957,0.03181653,0.04176756,0.03850493,0.04056989,0.04786572,0.02728899,0.02753266,long_blink
0.04610014,0.03832951,0.04255957,0.03181653,0.04176756,0.03850493,0.04056989,0.04786572,0.02728899,0.02753266,0.04531011,0.05926439,0.02985875,0.05255773,0.04520303,long_blink
0.03850493,0.04056989,0.04786572,0.02728899,0.02753266,0.04531011,0.05926439,0.02985875,0.05255773,0.04520303,0.04443322,0.05076894,0.06325624,0.03800628,0.0504234,long_blink
0.04531011,0.05926439,0.02985875,0.05255773,0.04520303,0.04443322,0.05076894,0.06325624,0.03800628,0.0504234,0.04427101,0.05174586,0.04818058,0.03664612,0.02889514,long_blink
0.04443322,0.05076894,0.06325624,0.03800628,0.0504234,0.04427101,0.05174586,0.04818058,0.03664612,0.02889514,0.02679098,0.0391481,0.0540725,0.03441254,0.04919306,long_blink
0.04427101,0.05174586,0.04818058,0.03664612,0.02889514,0.02679098,0.0391481,0.0540725,0.03441254,0.04919306,0.03725666,0.04203315,0.04544563,0.03324453,0.04322759,long_blink
0.02679098,0.0391481,0.0540725,0.03441254,0.04919306,0.03725666,0.04203315,0.04544563,0.03324453,0.04322759,0.0388361,0.03424108,0.0540725,0.05307301,0.045798,long_blink
0.03725666,0.04203315,0.04544563,0.03324453,0.04322759,0.0388361,0.03424108,0.0540725,0.05307301,0.045798,0.03954895,0.05264862,0.05915463,0.04139118,0.04828504,long_blink
0.0388361,0.03424108,0.0540725,0.05307301,0.045798,0.03954895,0.05264862,0.05915463,0.04139118,0.04828504,0.04852849,0.06028064,0.04101604,0.03548343,0.0204389,long_blink
0.03954895,0.05264862,0.05915463,0.04139118,0.04828504,0.04852849,0.06028064,0.04101604,0.03548343,0.0204389,0.03139338,0.02892186,0.02324646,0.04491681,0.05382031,long_blink
0.04852849,0.06028064,0.04101604,0.03548343,0.0204389,0.03139338,0.02892186,0.02324646,0.04491681,0.05382031,0.04631463,0.03306433,0.06727958,0.08051172,0.06662748,long_blink
0.03139338,0.02892186,0.02324646,0.04491681,0.05382031,0.04631463,0.03306433,0.06727958,0.08051172,0.06662748,0.08078753,0.0535869,0.05360273,0.06260279,0.07072125,long_blink
0.04631463,0.03306433,0.06727958,0.08051172,0.06662748,0.08078753,0.0535869,0.05360273,0.06260279,0.07072125,0.06456931,0.06102554,0.06608113,0.03798726,0.05135783,long_blink
0.08078753,0.0535869,0.05360273,0.06260279,0.07072125,0.06456931,0.06102554,0.06608113,0.03798726,0.05135783,0.0565525,0.07439029,0.08107607,0.07167787,0.05995929,long_blink
0.06456931,0.06102554,0.06608113,0.03798726,0.05135783,0.0565525,0.07439029,0.08107607,0.07167787,0.05995929,0.06030887,0.06465848,0.07521063,0.05451526,0.05590432,long_blink
0.0565525,0.07439029,0.08107607,0.07167787,0.05995929,0.06030887,0.06465848,0.07521063,0.05451526,0.05590432,0.0692339,0.06139787,0.07746016,0.05956462,0.08221168,long_blink
0.06030887,0.06465848,0.07521063,0.05451526,0.05590432,0.0692339,0.06139787,0.07746016,0.05956462,0.08221168,0.05702293,0.05563085,0.04957114,0.05545138,0.05164123,long_blink
0.0692339,0.06139787,0.07746016,0.05956462,0.08221168,0.05702293,0.05563085,0.04957114,0.05545138,0.05164123,0.04527576,0.05971685,0.03742459,0.03972949,0.04746739,long_blink
0.05702293,0.05563085,0.04957114,0.05545138,0.05164123,0.04527576,0.05971685,0.03742459,0.03972949,0.04746739,0.05823482,0.06433271,0.04636244,0.05745504,0.08292495,long_blink
0.04527576,0.05971685,0.03742459,0.03972949,0.04746739,0.05823482,0.06433271,0.04636244,0.05745504,0.08292495,0.05905153,0.06151229,0.05825607,0.06243878,0.08697883,long_blink
0.05823482,0.06433271,0.04636244,0.05745504,0.08292495,0.05905153,0.06151229,0.05825607,0.06243878,0.08697883,0.09609513,0.07472481,0.08755881,0.07222207,0.11338214,long_blink
0.05905153,0.06151229,0.05825607,0.06243878,0.08697883,0.09609513,0.07472481,0.08755881,0.07222207,0.11338214,0.08064642,0.07110022,0.07820032,0.08399843,0.10537482,long_blink
0.09609513,0.07472481,0.08755881,0.07222207,0.11338214,0.08064642,0.07110022,0.07820032,0.08399843,0.10537482,0.08779691,0.08444173,0.10673809,0.09436424,0.09995894,long_blink
0.08064642,0.07110022,0.07820032,0.08399843,0.10537482,0.08779691,0.08444173,0.10673809,0.09436424,0.09995894,0.10893144,0.12387882,0.12341532,0.11539357,0.12892323,long_blink
0.08779691,0.08444173,0.10673809,0.09436424,0.09995894,0.10893144,0.12387882,0.12341532,0.11539357,0.12892323,0.11857042,0.10175675,0.13225858,0.11065962,0.13422251,long_blink
0.10893144,0.12387882,0.12341532,0.11539357,0.12892323,0.11857042,0.10175675,0.13225858,0.11065962,0.13422251,0.12976365,0.12419328,0.11683131,0.11197966,0.11612269,long_blink
0.11857042,0.10175675,0.13225858,0.11065962,0.13422251,0.12976365,0.12419328,0.11683131,0.11197966,0.11612269,0.12017926,0.10922859,0.1319696,0.10973372,0.1202599,long_blink
0.12976365,0.12419328,0.11683131,0.11197966,0.11612269,0.12017926,0.10922859,0.1319696,0.10973372,0.1202599,0.14301778,0.12012151,0.15187782,0.1525248,0.14518606,long_blink
0.12017926,0.10922859,0.1319696,0.10973372,0.1202599,0.14301778,0.12012151,0.15187782,0.1525248,0.14518606,0.12859321,0.12916111,0.12157246,0.10050408,0.11103259,long_blink
0.14301778,0.12012151,0.15187782,0.1525248,0.14518606,0.12859321,0.12916111,0.12157246,0.10050408,0.11103259,0.10947013,0.10575724,0.09842244,0.09601251,0.11517322,long_blink
0.12859321,0.12916111,0.12157246,0.10050408,0.11103259,0.10947013,0.10575724,0.09842244,0.09601251,0.11517322,0.1246266,0.11585792,0.11705455,0.10796106,0.10273218,long_blink
0.10947013,0.10575724,0.09842244,0.09601251,0.11517322,0.1246266,0.11585792,0.11705455,0.10796106,0.10273218,0.11794382,0.11143667,0.11738255,0.13157435,0.10945296,long_blink
0.1246266,0.11585792,0.11705455,0.10796106,0.10273218,0.11794382,0.11143667,0.11738255,0.13157435,0.10945296,0.11984436,0.12239139,0.11977143,0.1135602,0.10363768,long_blink
0.11794382,0.11143667,0.11738255,0.13157435,0.10945296,0.11984436,0.12239139,0.11977143,0.1135602,0.10363768,0.1092898,0.12355339,0.12064891,0.11768595,0.12611558,long_blink
0.11984436,0.12239139,0.11977143,0.1135602,0.10363768,0.1092898,0.12355339,0.12064891,0.11768595,0.12611558,0.14586782,0.16087825,0.1526713,0.1734588,0.15748935,long_blink
0.1092898,0.12355339,0.12064891,0.11768595,0.12611558,0.14586782,0.16087825,0.1526713,0.1734588,0.15748935,0.1677276,0.173439,0.16378944,0.13193455,0.14801816,long_blink
0.14586782,0.16087825,0.1526713,0.1734588,0.15748935,0.1677276,0.173439,0.16378944,0.13193455,0.14801816,0.13971279,0.14080136,0.14539653,0.16000772,0.15814845,long_blink
0.1677276,0.173439,0.16378944,0.13193455,0.14801816,0.13971279,0.14080136,0.14539653,0.16000772,0.15814845,0.17187685,0.12457802,0.12869802,0.10331635,0.09504788,long_blink
0.13971279,0.14080136,0.14539653,0.16000772,0.15814845,0.17187685,0.12457802,0.12869802,0.10331635,0.09504788,0.08653861,0.08100043,0.07343511,0.06623875,0.05995015,long_blink
0.17187685,0.12457802,0.12869802,0.10331635,0.09504788,0.08653861,0.08100043,0.07343511,0.06623875,0.05995015,0.04853307,0.05960009,0.05693784,0.04506642,0.06783079,long_blink
0.08653861,0.08100043,0.07343511,0.06623875,0.05995015,0.04853307,0.05960009,0.05693784,0.04506642,0.06783079,0.04986974,0.03670505,0.04501472,0.05377664,0.05189042,long_blink
0.04853307,0.05960009,0.05693784,0.04506642,0.06783079,0.04986974,0.03670505,0.04501472,0.05377664,0.05189042,0.06066262,0.07317769,0.0817985,0.05184485,0.050555,long_blink
0.04986974,0.03670505,0.04501472,0.05377664,0.05189042,0.06066262,0.07317769,0.0817985,0.05184485,0.050555,0.05000554,0.02722971,0.04101065,0.06659726,0.0538532,long_blink
0.06066262,0.07317769,0.0817985,0.05184485,0.050555,0.05000554,0.02722971,0.04101065,0.06659726,0.0538532,0.04562989,0.06545132,0.05988602,0.05637453,0.04463782,long_blink
0.05000554,0.02722971,0.04101065,0.06659726,0.0538532,0.04562989,0.06545132,0.05988602,0.05637453,0.04463782,0.06257884,0.04627689,0.04182526,0.05911527,0.05659741,long_blink
0.04562989,0.06545132,0.05988602,0.05637453,0.04463782,0.06257884,0.04627689,0.04182526,0.05911527,0.05659741,0.05845058,0.04271028,0.03845206,0.04985374,0.05328148,long_blink
0.06257884,0.04627689,0.04182526,0.05911527,0.05659741,0.05845058,0.04271028,0.03845206,0.04985374,0.05328148,0.04246187,0.04845675,0.04849393,0.03195954,0.04307441,long_blink
0.05845058,0.04271028,0.03845206,0.04985374,0.05328148,0.04246187,0.04845675,0.04849393,0.03195954,0.04307441,0.05992996,0.0403643,0.07044315,0.07221004,0.08132894,long_blink
0.04246187,0.04845675,0.04849393,0.03195954,0.04307441,0.05992996,0.0403643,0.07044315,0.07221004,0.08132894,0.05895889,0.0590035,0.06254461,0.06327552,0.06439,long_blink
0.05992996,0.0403643,0.07044315,0.07221004,0.08132894,0.05895889,0.0590035,0.06254461,0.06327552,0.06439,0.05375072,0.05424076,0.05980709,0.06157589,0.03410763,long_blink
0.05895889,0.0590035,0.06254461,0.06327552,0.06439,0.05375072,0.05424076,0.05980709,0.06157589,0.03410763,0.05089231,0.06047883,0.05974097,0.05974097,0.0521428,long_blink
0.05375072,0.05424076,0.05980709,0.06157589,0.03410763,0.05089231,0.06047883,0.05974097,0.05974097,0.0521428,0.05979558,0.06188628,0.05209207,0.05579702,0.05338089,long_blink
0.05089231,0.06047883,0.05974097,0.05974097,0.0521428,0.05979558,0.06188628,0.05209207,0.05579702,0.05338089,0.0584142,0.05298765,0.05711593,0.05109041,0.05572854,long_blink
0.05979558,0.06188628,0.05209207,0.05579702,0.05338089,0.0584142,0.05298765,0.05711593,0.05109041,0.05572854,0.0625524,0.05980058,0.04962063,0.05506646,0.05910328,long_blink
0.0584142,0.05298765,0.05711593,0.05109041,0.05572854,0.0625524,0.05980058,0.04962063,0.05506646,0.05910328,0.04131254,0.04764826,0.05665353,0.05031998,0.053503,long_blink
0.0625524,0.05980058,0.04962063,0.05506646,0.05910328,0.04131254,0.04764826,0.05665353,0.05031998,0.053503,0.06314045,0.05243599,0.06449773,0.06568177,0.05429434,long_blink
0.04131254,0.04764826,0.05665353,0.05031998,0.053503,0.06314045,0.05243599,0.06449773,0.06568177,0.05429434,0.05424615,0.06049566,0.04948457,0.05981881,0.05812945,long_blink
0.06314045,0.05243599,0.06449773,0.06568177,0.05429434,0.05424615,0.06049566,0.04948457,0.05981881,0.05812945,0.04784571,0.05429067,0.06222293,0.0376156,0.04222419,long_blink
0.05424615,0.06049566,0.04948457,0.05981881,0.05812945,0.04784571,0.05429067,0.06222293,0.0376156,0.04222419,0.05141262,0.03963859,0.0431563,0.04266644,0.03221723,long_blink
0.04784571,0.05429067,0.06222293,0.0376156,0.04222419,0.05141262,0.03963859,0.0431563,0.04266644,0.03221723,0.0386168,0.04301155,0.05747578,0.05754129,0.03968148,long_blink
0.05141262,0.03963859,0.0431563,0.04266644,0.03221723,0.0386168,0.04301155,0.05747578,0.05754129,0.03968148,0.05133388,0.06249364,0.06085172,0.04520582,0.03194719,long_blink
0.0386168,0.04301155,0.05747578,0.05754129,0.03968148,0.05133388,0.06249364,0.06085172,0.04520582,0.03194719,0.03589791,0.03536593,0.05097092,0.04678705,0.05569343,long_blink
0.05133388,0.06249364,0.06085172,0.04520582,0.03194719,0.03589791,0.03536593,0.05097092,0.04678705,0.05569343,0.07628962,0.04511211,0.04522002,0.05124003,0.06317289,long_blink
0.03589791,0.03536593,0.05097092,0.04678705,0.05569343,0.07628962,0.04511211,0.04522002,0.05124003,0.06317289,0.07175725,0.06860108,0.05562876,0.06100798,0.07297061,long_blink
0.07628962,0.04511211,0.04522002,0.05124003,0.06317289,0.07175725,0.06860108,0.05562876,0.06100798,0.07297061,0.0446755,0.05653695,0.05685514,0.04968752,0.0540872,long_blink
0.07175725,0.06860108,0.05562876,0.06100798,0.07297061,0.0446755,0.05653695,0.05685514,0.04968752,0.0540872,0.05920224,0.09438799,0.03973876,0.0712116,0.07470315,long_blink
0.0446755,0.05653695,0.05685514,0.04968752,0.0540872,0.05920224,0.09438799,0.03973876,0.0712116,0.07470315,0.07732642,0.09164734,0.06652327,0.06127567,0.07866565,long_blink
0.05920224,0.09438799,0.03973876,0.0712116,0.07470315,0.07732642,0.09164734,0.06652327,0.06127567,0.07866565,0.07400226,0.06949034,0.0806707,0.05576778,0.06456275,long_blink
0.07732642,0.09164734,0.06652327,0.06127567,0.07866565,0.07400226,0.06949034,0.0806707,0.05576778,0.06456275,0.07647338,0.06982747,0.07395849,0.05876273,0.05128297,long_blink
0.07400226,0.06949034,0.0806707,0.05576778,0.06456275,0.07647338,0.06982747,0.07395849,0.05876273,0.05128297,0.04998477,0.05148635,0.04913787,0.05515177,0.04702492,long_blink
0.07647338,0.06982747,0.07395849,0.05876273,0.05128297,0.04998477,0.05148635,0.04913787,0.05515177,0.04702492,0.04101352,0.04913481,0.04033149,0.03779876,0.0502985,long_blink
0.04998477,0.05148635,0.04913787,0.05515177,0.04702492,0.04101352,0.04913481,0.04033149,0.03779876,0.0502985,0.05309795,0.04125777,0.05485478,0.05021852,0.06914507,long_blink
0.04101352,0.04913481,0.04033149,0.03779876,0.0502985,0.05309795,0.04125777,0.05485478,0.05021852,0.06914507,0.05833508,0.0747499,0.06512253,0.08822277,0.08006654,long_blink
0.05309795,0.04125777,0.05485478,0.05021852,0.06914507,0.05833508,0.0747499,0.06512253,0.08822277,0.08006654,0.06320309,0.07085962,0.06322604,0.0683225,0.05931874,long_blink
0.05833508,0.0747499,0.06512253,0.08822277,0.08006654,0.06320309,0.07085962,0.06322604,0.0683225,0.05931874,0.06857059,0.06341684,0.06406872,0.0583629,0.07012952,long_blink
0.06320309,0.07085962,0.06322604,0.0683225,0.05931874,0.06857059,0.06341684,0.06406872,0.0583629,0.07012952,0.06046943,0.07581837,0.06050747,0.06693678,0.07045101,long_blink
0.06857059,0.06341684,0.06406872,0.0583629,0.07012952,0.06046943,0.07581837,0.06050747,0.06693678,0.07045101,0.07134529,0.06141306,0.06736208,0.07231027,0.06685369,long_blink
0.06046943,0.07581837,0.06050747,0.06693678,0.07045101,0.07134529,0.06141306,0.06736208,0.07231027,0.06685369,0.08287939,0.06635147,0.06450918,0.08877486,0.1093786,long_blink
0.07134529,0.06141306,0.06736208,0.07231027,0.06685369,0.08287939,0.06635147,0.06450918,0.08877486,0.1093786,0.11389729,0.10426362,0.10985928,0.11215066,0.1059685,long_blink
0.08287939,0.06635147,0.06450918,0.08877486,0.1093786,0.11389729,0.10426362,0.10985928,0.11215066,0.1059685,0.09273727,0.09645556,0.10692897,0.08352142,0.08344884,long_blink
0.12769276,0.14006362,0.10737295,0.11520519,0.14151592,0.14681462,0.13401086,0.10350007,0.06871486,0.11278754,0.11445443,0.1329658,0.12408495,0.10461316,0.10718244,short_blink
0.09923,0.10508791,0.09563394,0.10644743,0.09988041,0.10977227,0.11589177,0.13263765,0.07265625,0.08764226,0.10369265,0.10205836,0.1136589,0.12592992,0.14880569,short_blink
0.1195675,0.12966205,0.1481617,0.15770223,0.14156092,0.12497549,0.11249833,0.11544838,0.11633057,0.12666549,0.12535729,0.13052368,0.12621576,0.14399182,0.14390786,short_blink
0.08417327,0.07235055,0.0997822,0.09761153,0.06744614,0.07666502,0.06687738,0.05393244,0.05641647,0.06271994,0.09977164,0.07985897,0.07654736,0.07664828,0.08491761,short_blink
0.07317563,0.06447364,0.06441776,0.0664734,0.07508899,0.0802085,0.08676379,0.05345396,0.0536134,0.06065561,0.05878613,0.07907974,0.10617478,0.0910324,0.08118017,short_blink
0.09772921,0.0851952,0.0806361,0.07483589,0.07841199,0.09323723,0.07253929,0.03409477,0.0794101,0.1001133,0.09496395,0.123808,0.12523898,0.11604219,0.13351944,short_blink
0.08178056,0.08522887,0.1013991,0.10398093,0.10913159,0.092262,0.05618215,0.08987074,0.07331473,0.10694175,0.12628085,0.11224076,0.09395157,0.07850845,0.10171978,short_blink
0.12628085,0.11224076,0.09395157,0.07850845,0.10171978,0.10208287,0.10411491,0.07523686,0.0571387,0.0622564,0.09073655,0.09300327,0.08450523,0.0964669,0.08273565,short_blink
0.10266585,0.07197703,0.0812189,0.08958436,0.10306992,0.11886206,0.09403764,0.09048051,0.06800302,0.07155623,0.10304085,0.09825413,0.0955735,0.11299834,0.10836481,short_blink
0.08607519,0.0729241,0.10854157,0.10084695,0.06835446,0.07759471,0.08080236,0.05397602,0.06652559,0.05984412,0.09023846,0.09135797,0.0718433,0.08116913,0.07192329,short_blink
0.07483243,0.06969264,0.06841238,0.07361099,0.05960626,0.09245818,0.06880831,0.04474328,0.06889993,0.04396498,0.07499006,0.08134892,0.08026386,0.08205354,0.0727018,short_blink
0.07186523,0.07790363,0.0994542,0.09378045,0.06487312,0.06857424,0.04837942,0.04782445,0.03646474,0.08524535,0.08770745,0.08799385,0.08194358,0.05870723,0.10951945,short_blink
0.07786249,0.09003403,0.09768708,0.07842142,0.08685114,0.08584766,0.07744003,0.0769088,0.11394831,0.11876254,0.12317134,0.10585091,0.08361738,0.10571777,0.11043307,short_blink
0.27064542,0.25567528,0.24781749,0.26024631,0.25264205,0.24689562,0.05915923,0.14292942,0.23123957,0.22200206,0.24486984,0.26560475,0.2666141,0.27474924,0.26375867,short_blink
0.24769544,0.23795533,0.2481642,0.26038565,0.25834019,0.24985298,0.26110156,0.23017445,0.23679876,0.24840038,0.24311221,0.27174225,0.25668269,0.25621825,0.24971908,short_blink
0.24864101,0.24860337,0.25567936,0.25883682,0.24840755,0.25121871,0.26152512,0.15337422,0.05069462,0.10656578,0.20944837,0.22999183,0.24546142,0.2415134,0.23829626,short_blink
0.24008677,0.246987,0.23677507,0.24625958,0.23760415,0.23636285,0.2225402,0.21744172,0.21788785,0.21796459,0.23863487,0.23697053,0.23891779,0.23798855,0.23962706,short_blink
0.2381413,0.22434526,0.22393076,0.22741206,0.22499503,0.22903424,0.21731765,0.2145831,0.23346619,0.23288601,0.23068239,0.22041527,0.23214356,0.22353563,0.22131551,short_blink
0.23783153,0.21309329,0.22959822,0.220206,0.22670846,0.19947656,0.05951516,0.19641283,0.21841584,0.24575741,0.23247363,0.23324953,0.23485975,0.24537697,0.24214096,short_blink
0.234166,0.24792497,0.24903965,0.22280877,0.2303718,0.23861799,0.23411176,0.25161916,0.07397107,0.1623703,0.2246578,0.23680423,0.23172078,0.25022325,0.25611391,short_blink
0.25952476,0.26310281,0.26989723,0.27284159,0.25917927,0.26530583,0.27664566,0.25729457,0.21622458,0.22952265,0.24655443,0.25531621,0.26325587,0.25449254,0.25530964,short_blink
0.22613896,0.22097721,0.21031023,0.20584062,0.21506825,0.22286787,0.22148147,0.20161101,0.05331251,0.05174856,0.16036643,0.18663192,0.20420258,0.21264425,0.21836732,short_blink
0.22860904,0.21184263,0.21811997,0.23269294,0.23404372,0.22887858,0.21026324,0.20649604,0.21202403,0.22197842,0.21510612,0.21202549,0.23020213,0.23418686,0.22872635,short_blink
0.21576873,0.21313109,0.21615458,0.21950848,0.21035821,0.20463786,0.19956793,0.2059613,0.19760258,0.20388703,0.20978923,0.22360073,0.21053813,0.22185245,0.22274695,short_blink
0.22579952,0.21830414,0.21757887,0.20286099,0.20646378,0.20800438,0.20224928,0.20410192,0.19423341,0.20241494,0.2059174,0.21938034,0.22204498,0.22071067,0.2061326,short_blink
0.20854865,0.19924163,0.19979167,0.19380407,0.19833627,0.21057477,0.19341998,0.20097539,0.06581952,0.06531324,0.13469941,0.16468392,0.18823614,0.2035328,0.19641123,short_blink
0.19721135,0.19336841,0.20622375,0.1984341,0.19106683,0.19848213,0.18986081,0.1833562,0.18784256,0.19472549,0.19189341,0.1935199,0.20186273,0.18863108,0.19586729,short_blink
0.21434901,0.2226083,0.22436852,0.22259056,0.21631678,0.22303954,0.21954877,0.21001355,0.0659804,0.08153075,0.18806414,0.21477705,0.21308319,0.20120836,0.22075421,short_blink
0.22482162,0.23299666,0.23000913,0.22924366,0.22939348,0.24448147,0.23710468,0.05458773,0.08092255,0.20556862,0.24237698,0.25523898,0.26937976,0.25443186,0.23898599,short_blink
0.21929526,0.22337659,0.21636155,0.21725052,0.21256669,0.20917769,0.21110409,0.21156086,0.20803639,0.20075046,0.21399682,0.23153441,0.22232633,0.21181646,0.22336328,short_blink
0.23021466,0.24690012,0.22513054,0.22815726,0.22503238,0.22863514,0.21339287,0.21128103,0.21786458,0.23775673,0.2435448,0.24485633,0.23710715,0.23699695,0.22519606,short_blink
0.2435448,0.24485633,0.23710715,0.23699695,0.22519606,0.21978028,0.22741243,0.21471671,0.20774477,0.21831834,0.21611037,0.23737499,0.2258347,0.22012195,0.22463791,short_blink
0.2425308,0.25316182,0.2656001,0.26915671,0.26153527,0.26111364,0.2509721,0.25651426,0.25920039,0.26274976,0.26833171,0.27347553,0.28273564,0.28711803,0.28016223,open
0.26111364,0.2509721,0.25651426,0.25920039,0.26274976,0.26833171,0.27347553,0.28273564,0.28711803,0.28016223,0.28539384,0.26824822,0.27254551,0.28388606,0.2935152,open
0.26833171,0.27347553,0.28273564,0.28711803,0.28016223,0.28539384,0.26824822,0.27254551,0.28388606,0.2935152,0.2679824,0.2597449,0.2686324,0.26094955,0.27603745,open
0.28539384,0.26824822,0.27254551,0.28388606,0.2935152,0.2679824,0.2597449,0.2686324,0.26094955,0.27603745,0.27064542,0.25567528,0.24781749,0.26024631,0.25264205,open
0.2679824,0.2597449,0.2686324,0.26094955,0.27603745,0.27064542,0.25567528,0.24781749,0.26024631,0.25264205,0.24689562,0.05915923,0.14292942,0.23123957,0.22200206,open
0.24689562,0.05915923,0.14292942,0.23123957,0.22200206,0.24486984,0.26560475,0.2666141,0.27474924,0.26375867,0.27000134,0.26679362,0.25209129,0.27502865,0.26984308,open
0.24486984,0.26560475,0.2666141,0.27474924,0.26375867,0.27000134,0.26679362,0.25209129,0.27502865,0.26984308,0.2581252,0.26617312,0.24439222,0.26027985,0.2667755,open
0.27000134,0.26679362,0.25209129,0.27502865,0.26984308,0.2581252,0.26617312,0.24439222,0.26027985,0.2667755,0.24697982,0.25489404,0.25238569,0.24292544,0.23541183,open
0.2581252,0.26617312,0.24439222,0.26027985,0.2667755,0.24697982,0.25489404,0.25238569,0.24292544,0.23541183,0.25290053,0.23829997,0.23951703,0.23412878,0.23718599,open
0.24697982,0.25489404,0.25238569,0.24292544,0.23541183,0.25290053,0.23829997,0.23951703,0.23412878,0.23718599,0.23637538,0.24398729,0.25067509,0.25041943,0.23019134,open
0.25290053,0.23829997,0.23951703,0.23412878,0.23718599,0.23637538,0.24398729,0.25067509,0.25041943,0.23019134,0.25053563,0.24162019,0.23188379,0.24418621,0.25099181,open
0.23637538,0.24398729,0.25067509,0.25041943,0.23019134,0.25053563,0.24162019,0.23188379,0.24418621,0.25099181,0.24769544,0.23795533,0.2481642,0.26038565,0.25834019,open
0.25053563,0.24162019,0.23188379,0.24418621,0.25099181,0.24769544,0.23795533,0.2481642,0.26038565,0.25834019,0.24985298,0.26110156,0.23017445,0.23679876,0.24840038,open
0.24985298,0.26110156,0.23017445,0.23679876,0.24840038,0.24311221,0.27174225,0.25668269,0.25621825,0.24971908,0.24864101,0.24860337,0.25567936,0.25883682,0.24840755,open
0.24311221,0.27174225,0.25668269,0.25621825,0.24971908,0.24864101,0.24860337,0.25567936,0.25883682,0.24840755,0.25121871,0.26152512,0.15337422,0.05069462,0.10656578,open
0.25121871,0.26152512,0.15337422,0.05069462,0.10656578,0.20944837,0.22999183,0.24546142,0.2415134,0.23829626,0.24792686,0.27068712,0.25835897,0.26250288,0.27516878,open
0.20944837,0.22999183,0.24546142,0.2415134,0.23829626,0.24792686,0.27068712,0.25835897,0.26250288,0.27516878,0.26798799,0.27408142,0.27443252,0.27314881,0.26310622,open
0.24792686,0.27068712,0.25835897,0.26250288,0.27516878,0.26798799,0.27408142,0.27443252,0.27314881,0.26310622,0.25769727,0.26824666,0.27582368,0.25240478,0.23060179,open
0.26798799,0.27408142,0.27443252,0.27314881,0.26310622,0.25769727,0.26824666,0.27582368,0.25240478,0.23060179,0.23739166,0.24328729,0.23029471,0.23526001,0.23982497,open
0.25769727,0.26824666,0.27582368,0.25240478,0.23060179,0.23739166,0.24328729,0.23029471,0.23526001,0.23982497,0.2420698,0.23458263,0.23181782,0.22733509,0.2294384,open
0.23739166,0.24328729,0.23029471,0.23526001,0.23982497,0.2420698,0.23458263,0.23181782,0.22733509,0.2294384,0.22732777,0.23786558,0.25030193,0.23957695,0.23930628,open
0.2420698,0.23458263,0.23181782,0.22733509,0.2294384,0.22732777,0.23786558,0.25030193,0.23957695,0.23930628,0.24707561,0.26035004,0.25195789,0.25550056,0.27370685,open
0.22732777,0.23786558,0.25030193,0.23957695,0.23930628,0.24707561,0.26035004,0.25195789,0.25550056,0.27370685,0.25327937,0.26254977,0.25065549,0.25895743,0.26297668,open
0.24707561,0.26035004,0.25195789,0.25550056,0.27370685,0.25327937,0.26254977,0.25065549,0.25895743,0.26297668,0.26935361,0.26525254,0.25849748,0.26497183,0.26621641,open
